Profile_id,Layer,Horizon code,Start (cm),End (cm),Organic Matter (%),Clay (<2 mu) (%),Silt (2-50 mu) (%),Loam (=silt+clay) (%),Sand (>50mu) (%),Median of sand fraction (mu),pH-KCl,CEC (mmol/kg),Ca-exch (mmol/kg),K-exch (mmol/kg),kationen Na-uit (mmol/kg),kationen Mg-uit (mmol/kg),Total P (mg P2O5/kg),Carbon (%),Total N(%),Bulk density (g per cm3),Laboratory code,Org. matter method,pH method,CEC method,Ca Mg method,Na K method,Total P method,Carbon Method,Total N method,Texture method (m = measurement; s = hand estimate),Soil Classification code,Soil map legend code,X,Y,Year
1360,9,2Cri,255,270,0,4,7,11,90,190,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,173230,442160,1964
1381,1,1Ap,0,20,3.5,35,45,79,21,-99,6.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,150450,431460,1971
1381,2,1Cg1,25,40,2.8,37,44,81,19,-99,5.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,150450,431460,1971
1381,4,1Cg3,70,90,2.5,37,53,90,10,-99,6.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,150450,431460,1971
1382,1,1Ap,5,25,4.3,12,16,28,72,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p222a,Rn,151695,430120,1971
1382,2,1Cu,30,50,2.4,17,14,30,70,-99,5.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p222a,Rn,151695,430120,1971
1382,3,1Cg1,60,80,0.7,3,1,4,96,340,7.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p222a,Rn,151695,430120,1971
1384,1,1Ap,5,15,5.2,12,13,24,76,-99,5.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p215c,Rn,153120,425750,1971
1384,3,1Cg1,35,65,1.8,10,10,21,80,210,7.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p215c,Rn,153120,425750,1971
1384,4,1Cg2,75,100,1.7,41,49,90,10,-99,6.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p215c,Rn,153120,425750,1971
1387,1,1Ap,0,27,1.9,19,47,66,37,165,7.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,2,1Bw1,27,54,1.1,26,46,72,29,120,7.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,3,1Bw2,54,80,0.6,19,47,66,34,120,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,4,1Cg1,80,87,0.3,10,19,28,72,135,7.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,5,1Cg2,87,112,0.4,8,29,37,64,125,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,6,2Cg1,112,140,2.6,4,7,10,91,150,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1387,7,2Cg2,140,160,3.5,2,6,7,93,150,8.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235ag11,Rd,164300,439410,1960
1388,1,1Ap,0,25,4.1,18,65,83,19,95,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235a,Rd,166850,438530,1961
1388,2,1Bw,50,70,1,23,65,88,12,75,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235a,Rd,166850,438530,1961
1388,4,1Cg2,90,110,0.6,10,51,61,41,90,7.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,R5x235a,Rd,166850,438530,1961
1407,1,1Ap,0,15,7.2,44,39,83,17,-99,5.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,152550,433680,1971
1407,3,1Cg2,40,70,4.7,61,34,95,5,-99,5.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,152550,433680,1971
1407,5,1Cg4,85,100,2.5,23,51,74,26,90,7.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p323c,Rn,152550,433680,1971
1408,1,1Apg,5,20,8.9,49,40,88,12,-99,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p324c,Rn,152280,433630,1971
1408,2,1Cg1,25,50,3.9,58,39,96,4,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p324c,Rn,152280,433630,1971
1408,3,1Cg2,65,80,3.2,54,41,95,5,-99,6.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p324c,Rn,152280,433630,1971
1417,1,1Ah,2,7,30.7,69,32,100,0,-99,4.9,-99,-99,-99,-99,-99,-99,16.6,1.5,0.612,BL,134-2,2,,,,,136,39,m,1rb,pV,111900,430050,1980
1417,3,3Cu,22,27,11.3,75,26,100,0,-99,4.5,-99,-99,-99,-99,-99,-99,6.5,0.6,0.739,BL,134-2,2,,,,,136,39,m,1rb,pV,111900,430050,1980
1417,4,4Cu,45,50,78.6,-99,-99,-99,-99,-99,4.8,-99,-99,-99,-99,-99,-99,44.4,2.5,0.17,BL,134-2,2,,,,,136,39,s,1rb,pV,111900,430050,1980
1417,5,4Cr,65,70,83.7,-99,-99,-99,-99,-99,4.6,-99,-99,-99,-99,-99,-99,49.7,1.7,0.166,BL,134-2,2,,,,,136,39,s,1rb,pV,111900,430050,1980
1418,1,1Ah,3,8,23.4,76,24,100,0,-99,4.8,-99,-99,-99,-99,-99,-99,12.8,1.3,0.647,BL,134-2,2,,,,,136,39,m,1sb,kV,119150,430320,1980
1418,3,1Cw,21,26,8.7,86,14,100,0,-99,5,-99,-99,-99,-99,-99,-99,5.4,0.5,0.8,BL,134-2,2,,,,,136,39,m,1sb,kV,119150,430320,1980
1418,4,2Cw,43,48,37.8,-99,-99,-99,-99,-99,4.9,-99,-99,-99,-99,-99,-99,20,1.3,0.289,BL,134-2,2,,,,,136,39,s,1sb,kV,119150,430320,1980
1418,5,2Cr,80,85,50.8,-99,-99,-99,-99,-99,3.5,-99,-99,-99,-99,-99,-99,27.2,1.3,0.195,BL,134-2,2,,,,,136,39,s,1sb,kV,119150,430320,1980
1420,1,1Apg,3,17,7.5,14,15,28,72,-99,5.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4m221c,pMv,104760,434860,1970
1420,2,1Cg1,17,25,4.1,15,12,27,74,-99,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4m221c,pMv,104760,434860,1970
1420,3,1Cg2,25,48,0.9,17,11,27,73,-99,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4m221c,pMv,104760,434860,1970
1420,4,2Ahb,48,60,10.7,39,45,84,16,65,5.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4m221c,pMv,104760,434860,1970
1420,5,3Cu,60,100,67.7,-99,-99,-99,-99,-99,4.9,-99,-99,-99,-99,-99,-99,-99,2.1,0.213,BL,134-2,2,,,,,,39,s,M4m221c,pMv,104760,434860,1970
1420,6,3Cr1,100,135,83.5,-99,-99,-99,-99,-99,4.7,-99,-99,-99,-99,-99,-99,-99,2.4,-99,BL,134-2,2,,,,,,39,s,M4m221c,pMv,104760,434860,1970
1421,1,1Ap,0,35,3.8,38,54,92,8,-99,5.8,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5p324cv9,Mn,105630,429590,1970
1421,2,1Cg1,35,45,1.7,40,53,93,7,-99,6.2,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5p324cv9,Mn,105630,429590,1970
1421,3,1Cg2,45,70,1.1,41,56,97,3,-99,7.1,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5p324cv9,Mn,105630,429590,1970
1421,4,2Cg1,70,82,2.7,43,54,98,2,-99,6.9,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5p324cv9,Mn,105630,429590,1970
1421,5,2Cg2,82,92,9.8,51,48,99,1,-99,6.4,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5p324cv9,Mn,105630,429590,1970
1421,6,3Cgr,92,110,34.3,-99,-99,-99,-99,-99,6,-99,-99,-99,-99,-99,-99,-99,1.1,-99,BL,134-2,2,,,,,,39,s,eM5p324cv9,Mn,105630,429590,1970
1421,8,4Cr,120,150,58.8,-99,-99,-99,-99,-99,5.7,-99,-99,-99,-99,-99,-99,-99,1.1,-99,BL,134-2,2,,,,,,39,s,eM5p324cv9,Mn,105630,429590,1970
1425,1,1Ahg,0,10,16.4,40,48,89,11,285,4.6,-99,-99,-99,-99,-99,4,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5m321c,Mv,101240,435000,1970
1425,2,1ACg,10,27,6.9,43,46,89,11,305,4.4,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5m321c,Mv,101240,435000,1970
1425,3,1Cg1,27,42,1.9,42,54,96,4,-99,4.9,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5m321c,Mv,101240,435000,1970
1425,4,1Cg2,42,54,12.4,50,47,97,3,-99,5.6,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,eM5m321c,Mv,101240,435000,1970
1425,7,2Cri,85,145,80,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.1,0.151,BL,134-2,,,,,,,39,s,eM5m321c,Mv,101240,435000,1970
1425,8,3Cri,145,190,70,-99,-99,-99,-99,-99,6.1,-99,-99,-99,-99,-99,-99,-99,2.1,0.141,BL,134-2,2,,,,,,39,s,eM5m321c,Mv,101240,435000,1970
1428,1,1Ap,0,30,4.9,39,58,96,4,-99,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,eM5p324c,Mn,100600,426650,1980
1428,2,1Cg1,35,50,1.8,41,56,97,3,-99,6.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,eM5p324c,Mn,100600,426650,1980
1428,3,1Cg2,60,75,2.1,40,57,96,4,-99,7.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,eM5p324c,Mn,100600,426650,1980
1428,4,2Cg,80,120,1.7,41,57,98,3,-99,6.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,eM5p324c,Mn,100600,426650,1980
1430,1,1Ap,3,8,10.8,22,40,62,38,125,5.7,-99,-99,-99,-99,-99,4,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1430,2,1ACw,17,25,3.6,25,40,64,36,115,6.5,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1430,3,1Bw1,25,35,2.2,26,41,67,33,115,7.1,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1430,4,1Cu2,35,48,2.1,25,44,69,31,105,6.9,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1430,5,1Bw2,48,58,1.4,28,50,78,22,90,7.3,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1430,6,1Cg2,58,75,0.9,20,44,64,37,95,7.7,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,R5x235b,Rd,111225,436550,1970
1432,1,1Ap,0,14,9.7,47,-99,-99,-99,-99,7.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5p324a,Rn,118610,426750,1972
1432,3,1Cg1,23,37,4,52,-99,-99,-99,-99,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5p324a,Rn,118610,426750,1972
1432,4,1Cg2,37,60,2.5,52,-99,-99,-99,-99,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5p324a,Rn,118610,426750,1972
1432,5,1Cgr,60,70,5.8,67,-99,-99,-99,-99,7.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5p324a,Rn,118610,426750,1972
1433,1,1Apg,5,15,10.1,38,-99,-99,-99,-99,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5m321c,Rv,114750,426340,1972
1433,2,1Cg1,20,30,4.3,42,-99,-99,-99,-99,5.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5m321c,Rv,114750,426340,1972
1433,3,1Cg2,55,60,3.6,50,-99,-99,-99,-99,6.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5m321c,Rv,114750,426340,1972
1433,4,2Cgr,70,88,29.7,60,-99,-99,-99,-99,5.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5m321c,Rv,114750,426340,1972
1433,5,2Cr,88,110,31.7,55,-99,-99,-99,-99,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,R5m321c,Rv,114750,426340,1972
1439,2,2ACu,10,15,11.4,64,36,100,0,-99,4,-99,-99,-99,-99,-99,-99,7,0.7,0.895,BL,134-2,2,,,,,136,39,m,1sb,kV,113755,445030,1980
1439,3,2Cg,30,35,8.2,71,30,100,0,-99,4.5,-99,-99,-99,-99,-99,-99,5,0.5,-99,BL,134-2,2,,,,,136,39,m,1sb,kV,113755,445030,1980
1439,4,3Cu,60,65,70.4,-99,-99,-99,-99,-99,4.2,-99,-99,-99,-99,-99,-99,40.1,2.5,0.208,BL,134-2,2,,,,,136,39,s,1sb,kV,113755,445030,1980
1439,5,3Cr,82,87,72.4,-99,-99,-99,-99,-99,4.8,-99,-99,-99,-99,-99,-99,41.2,2.5,0.157,BL,134-2,2,,,,,136,39,s,1sb,kV,113755,445030,1980
1458,1,1Ah,3,9,44.9,47,-99,-99,-99,-99,5.1,-99,-99,-99,-99,-99,-99,-99,2,-99,BL,134-2,2,,,,,,39,s,1dc,hV,111550,440740,1971
1458,2,1Ahg,9,17,36.4,52,-99,-99,-99,-99,5.2,-99,-99,-99,-99,-99,-99,-99,1.6,-99,BL,134-2,2,,,,,,39,s,1dc,hV,111550,440740,1971
1458,3,2Cg,17,29,26.4,71,-99,-99,-99,-99,5.3,-99,-99,-99,-99,-99,-99,-99,1.1,-99,BL,134-2,2,,,,,,39,s,1dc,hV,111550,440740,1971
1458,4,3Cw1,29,38,48,-99,-99,-99,-99,-99,5.3,-99,-99,-99,-99,-99,-99,-99,1.8,-99,BL,134-2,2,,,,,,39,s,1dc,hV,111550,440740,1971
1463,1,1Ah,3,8,32.3,74,26,100,0,-99,5.1,-99,-99,-99,-99,-99,-99,17.8,1.7,0.564,BL,134-2,2,,,,,136,39,m,1rb,pV,118230,446165,1980
1463,2,2Cg,18,23,15.6,78,22,100,0,-99,5.5,-99,-99,-99,-99,-99,-99,8.3,0.8,0.69,BL,134-2,2,,,,,136,39,m,1rb,pV,118230,446165,1980
1463,3,3Cu,45,50,73.9,-99,-99,-99,-99,-99,5.3,-99,-99,-99,-99,-99,-99,41.5,2.6,0.206,BL,134-2,2,,,,,136,39,s,1rb,pV,118230,446165,1980
1463,4,3Cr,65,70,26.7,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,41.7,2.6,0.164,BL,134-2,2,,,,,136,39,s,1rb,pV,118230,446165,1980
1466,1,1Ahg,3,8,20,37,47,84,17,-99,4.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1466,2,1ACg,10,18,8.7,39,46,85,15,135,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1466,3,1Cg1,22,30,4.2,37,48,85,15,125,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1466,4,1Cg2,35,45,2.1,39,49,88,13,125,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1466,5,2Cu,60,90,66.6,52,48,99,1,-99,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1466,6,2Cr,100,130,58.1,51,49,100,1,-99,5.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5m321c,Mv,105530,443320,1977
1472,1,1Ap,3,20,24.8,30,39,69,32,195,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1dr,hV,105070,444950,1980
1472,2,1ACu,23,30,51.8,35,45,79,21,180,5.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1dr,hV,105070,444950,1980
1472,3,1Cu1,30,40,78,-99,-99,-99,-99,-99,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,1dr,hV,105070,444950,1980
1472,4,1Cu2,40,50,60,-99,-99,-99,-99,-99,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,1dr,hV,105070,444950,1980
1472,5,1Cr1,55,70,2.8,-99,-99,-99,-99,-99,2.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,1dr,hV,105070,444950,1980
1472,6,1Cr2,70,80,37,-99,-99,-99,-99,-99,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,1dr,hV,105070,444950,1980
1472,7,1Cr3,80,120,79,-99,-99,-99,-99,-99,2.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,1dr,hV,105070,444950,1980
1474,2,1Cg1,10,20,9.5,44,48,92,8,-99,3.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5m321c,Mv,103100,439510,1980
1474,3,1Cg2,25,40,2.9,46,49,96,5,-99,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5m321c,Mv,103100,439510,1980
1474,4,1Cg3,45,60,17,52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,s,M5m321c,Mv,103100,439510,1980
1474,5,2Cu,60,75,35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,s,M5m321c,Mv,103100,439510,1980
1474,6,2Cr1,75,100,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,s,M5m321c,Mv,103100,439510,1980
1474,7,2Cr2,100,120,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,s,M5m321c,Mv,103100,439510,1980
1478,1,1Ap,12,17,7.3,30,52,82,18,85,7.4,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p315a,Mn,91510,428500,1960
1478,3,1Cg2,32,37,2.3,31,59,90,10,85,7.5,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p315a,Mn,91510,428500,1960
1478,4,1Cg3,57,62,1.3,22,57,79,22,85,7.7,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p315a,Mn,91510,428500,1960
1478,5,1Cg4,72,77,1.1,16,46,62,38,80,7.8,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p315a,Mn,91510,428500,1960
1478,6,2Cgr,92,97,1.5,7,26,33,68,85,7.8,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p315a,Mn,91510,428500,1960
1479,1,1Ah,5,10,11.9,36,57,93,8,-99,5.8,-99,-99,-99,-99,-99,3,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5m321c,Mv,99530,426440,1960
1479,2,1Cg1,20,25,4.1,36,57,93,7,-99,5.2,-99,251,2,1,25,2,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5m321c,Mv,99530,426440,1960
1479,4,1Cg3,42,47,1.8,38,56,94,6,-99,7.3,-99,246,2,2,21,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5m321c,Mv,99530,426440,1960
1479,5,1Cg4,60,65,2.8,47,52,99,1,-99,7,-99,281,3,2,33,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5m321c,Mv,99530,426440,1960
1483,1,1Ap,0,33,2.8,25,42,67,33,80,7.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p235a,Mn,93500,428640,1969
1483,2,1Cg1,33,52,1.3,21,44,65,38,75,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p235a,Mn,93500,428640,1969
1483,3,1Cg2,52,76,0.7,19,45,64,38,85,7.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,M5p235a,Mn,93500,428640,1969
1483,4,1Cg3,76,100,1.3,18,51,69,33,85,7.6,-99,-99,-99,-99,-99,-99,-99,-99,1.49,BL,135,2,,,,,,,m,M5p235a,Mn,93500,428640,1969
1485,1,1Ahg,0,6,10.3,33,-99,-99,-99,-99,3.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,gM5p324cv8,gMn,97960,436300,1969
1485,2,1ACg,6,20,7.2,41,47,88,12,65,3.5,249,68,2,1,8,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,gM5p324cv8,gMn,97960,436300,1969
1485,3,1Cg1,20,32,3.5,42,49,91,9,-99,3.7,246,107,4,2,14,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,gM5p324cv8,gMn,97960,436300,1969
1485,4,1Cg2,32,70,0.8,49,48,97,3,-99,4.6,272,209,4,3,32,-99,-99,-99,-99,BL,135,2,128B,130B,130A,,,,m,gM5p324cv8,gMn,97960,436300,1969
1485,8,3Cri1,125,145,5.5,28,62,90,10,65,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p324cv8,gMn,97960,436300,1969
1485,9,3Cri2,145,160,2.2,22,62,83,17,65,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,gM5p324cv8,gMn,97960,436300,1969
1493,1,1Aap,0,32,3.3,29,50,79,21,75,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,BL,134-2,,,,,23,,,m,M4o315a,pMn,99175,446670,1969
1493,2,1Cu1,32,40,0.4,41,52,93,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1493,3,1Cu2,40,46,0,35,49,84,16,65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1493,4,1Cg1,46,65,0.7,27,59,86,14,65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1493,5,1Cg2,65,88,1.3,43,52,95,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1493,6,1Cg3,88,105,1.9,42,53,95,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1493,7,1Cg4,105,120,0.8,24,48,72,27,70,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M4o315a,pMn,99175,446670,1969
1494,1,1Ap,0,25,8.1,44,43,87,13,65,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1494,2,1Cg1,25,50,7.4,57,39,97,3,-99,3.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1494,3,1Cg2,50,67,3.2,54,45,98,2,-99,3.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1494,4,1Cgri,67,80,4.3,60,39,99,1,-99,3.2,-99,-99,-99,-99,-99,-99,-99,-99,0.59,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1494,5,1Cri,82,95,8.3,61,38,99,1,-99,3.2,-99,-99,-99,-99,-99,-99,-99,-99,0.15,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1494,6,2Cr,95,132,70.8,-99,-99,-99,-99,-99,4.9,-99,-99,-99,-99,-99,-99,-99,2.4,0.13,BL,134-2,2,,,,,,39,s,M4n324cl3v9,pMo,92750,444820,1969
1494,7,3Cri,132,160,5.9,50,49,99,1,-99,6.6,-99,-99,-99,-99,-99,-99,-99,-99,0.57,BL,134-2,2,,,,,,,m,M4n324cl3v9,pMo,92750,444820,1969
1500,1,1Apg,5,20,4.4,28,51,79,21,75,5.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p314c,Mn,85775,430220,1966
1500,2,1Cg1,25,35,2.4,28,52,80,20,75,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p314c,Mn,85775,430220,1966
1500,3,1Cg2,40,70,1.1,25,48,72,28,80,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,M5p314c,Mn,85775,430220,1966
1500,4,1Cg3,70,110,2.3,46,51,96,4,-99,6.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p314c,Mn,85775,430220,1966
